transf_loc,sku,primary_voltage,size_kva,transformer_age,customers,percent_lol,consecutive_months_overloaded,loss_of_life,max_overload,life_expectancy_at_conditions,date_max_overload,IEEE C57.91 Temp/Loading Flags
TE 1604,90462,27.6kV,150,9,1,0.000456077,0,0.015957892,142.5,35,2021-06-27 0:00,
T 1282,91070,4.16kV,25,61,15,0.000454154,0,0.015890615,34.75,35,2021-08-12 0:00,
TE 5974,90600,27.6kV,50,24,16,0.000452996,0,0.015850112,61.5,35,2021-07-05 0:00,
TE 9328,90601,27.6kV,50,4,21,0.000452528,0,0.015833724,67,35,2021-06-29 0:00,
TE 8301,90601,27.6kV,50,10,12,0.000451763,0,0.015806962,65.5,35,2021-08-22 0:00,
T 2451,91075,4.16kV,37,61,16,0.000447251,0,0.015649104,47.73,35,2021-08-09 0:00,
T 11180,91360,27.6kV,50,10,55,0.000442261,0,0.015474509,57.5,35,2021-08-29 0:00,
T 10483,91360,27.6kV,50,20,25,0.000441586,0,0.015450883,61.5,35,2021-06-28 0:00,
TE 2283,90601,27.6kV,50,17,16,0.000439093,0,0.015363654,111.5,35,2021-08-01 0:00,
TE 7230,90601,27.6kV,50,18,13,0.000435367,0,0.015233263,59,35,2021-08-30 0:00,
TE 8098,90601,27.6kV,50,12,15,0.000435251,0,0.015229202,61.5,35,2021-08-29 0:00,
TE 6836,90601,27.6kV,50,20,15,0.000430947,0,0.015078607,60.5,35,2021-06-27 0:00,
TE 8300,90601,27.6kV,50,10,16,0.000425503,0,0.014888154,69.5,35,2021-08-22 0:00,
TE 8315,90601,27.6kV,50,10,12,0.000423084,0,0.014803494,59,35,2021-08-22 0:00,
TE 8759,90601,27.6kV,50,6,15,0.000418728,0,0.014651086,70,35,2021-07-05 0:00,
T 10597,91360,27.6kV,50,18,21,0.000418576,0,0.014645753,67.5,35,2021-08-29 0:00,
TE 6755,90601,27.6kV,50,6,17,0.000417862,0,0.014620798,58.5,35,2021-06-27 0:00,
TE 5869,90600,27.6kV,50,25,14,0.000416061,0,0.014557783,63.5,35,2021-06-28 0:00,
T 9950,91345,27.6kV,10,24,2,0.00041589,0,0.014551767,14.98,35,2021-12-16 0:00,
TE 6707,90728,27.6kV,500,13,1,0.000414565,0,0.014505435,400,35,2021-06-28 0:00,
T 433,91075,4.16kV,37,55,22,0.000411767,0,0.014407507,46.62,35,2021-07-06 0:00,
T 11244,91360,27.6kV,50,9,28,0.000411445,0,0.014396262,69,35,2021-06-28 0:00,
TE 7378,90601,27.6kV,50,17,15,0.000409797,0,0.014338577,66,35,2021-08-29 0:00,
TE 8223,90601,27.6kV,50,11,12,0.000409516,0,0.014328765,59,35,2021-06-28 0:00,
T 8726,91360,27.6kV,50,33,29,0.000408642,0,0.014298177,62.5,35,2021-08-12 0:00,
T 1746,91080,4.16kV,50,1,23,0.000408036,0,0.014276967,64,35,2021-07-06 0:00,
T 9116,91360,27.6kV,50,30,33,0.000404401,0,0.014149779,65.5,35,2021-08-29 0:00,
T 489,91070,4.16kV,25,31,15,0.000403791,0,0.01412844,38.5,35,2021-08-28 0:00,
T 8013,91365,27.6kV,75,53,34,0.000402892,0,0.014096977,93.75,35,2021-08-09 0:00,
TE 7587,90601,27.6kV,50,16,15,0.000399977,0,0.013994984,64.5,35,2021-07-25 0:00,
TE 9172,90740,27.6kV,1000,7,1,0.000399391,0,0.01397449,950,35,2021-08-28 0:00,
TE 7232,90601,27.6kV,50,17,11,0.000397286,0,0.013900852,61.5,35,2021-07-06 0:00,
TE 6001,90601,27.6kV,50,24,16,0.000396826,0,0.013884755,62.5,35,2021-08-29 0:00,
TE 5895,90600,27.6kV,50,24,15,0.000395542,0,0.013839824,60,35,2021-06-06 0:00,
TE 5968,90600,27.6kV,50,24,16,0.000393705,0,0.013775546,61,35,2021-08-21 0:00,
T 9796,91360,27.6kV,50,25,29,0.000392473,0,0.013732438,61,35,2021-07-26 0:00,
TE 6814,90601,27.6kV,50,18,16,0.000392239,0,0.013724231,62,35,2021-08-29 0:00,
T 1614,91080,4.16kV,50,34,22,0.000391318,0,0.01369202,65,35,2021-06-27 0:00,
T 9688,91355,27.6kV,37,27,21,0.000391035,0,0.013682116,49.95,35,2021-08-29 0:00,
TE 7067,90601,27.6kV,50,18,14,0.000390617,0,0.013667511,63,35,2021-06-28 0:00,
TE 6886,90601,27.6kV,50,19,15,0.000390082,0,0.013648788,65.5,35,2021-06-06 0:00,
TE 6325,90601,27.6kV,50,22,15,0.000385447,0,0.013486596,63.5,35,2021-06-06 0:00,
T 2102,91070,4.16kV,25,61,16,0.00038466,0,0.013459056,36.75,35,2021-08-29 0:00,
T 9460,91360,27.6kV,50,28,24,0.000384,0,0.013435972,58.5,35,2021-08-29 0:00,
TE 8127,90601,27.6kV,50,11,16,0.000383311,0,0.013411854,58.5,35,2021-05-21 0:00,
T 9683,91350,27.6kV,25,28,13,0.000380834,0,0.013325185,34,35,2021-07-18 0:00,
TE 872,90601,27.6kV,50,9,21,0.000379891,0,0.013292191,65.28,35,2021-12-05 0:00,
T 10469,91360,27.6kV,50,20,27,0.000379576,0,0.013281192,62,35,2021-08-29 0:00,
T 10404,91365,27.6kV,75,21,42,0.000379473,0,0.013277575,99,35,2021-07-05 0:00,
TE 2056,90467,27.6kV,225,14,1,0.000376497,0,0.013173426,252,35,2021-07-07 0:00,
TE 6549,90601,27.6kV,50,21,16,0.000375547,0,0.013140195,72.5,35,2021-08-29 0:00,
TE 6745,90601,27.6kV,50,19,15,0.000375145,0,0.013126145,56.5,35,2021-07-06 0:00,
TE 2039,90601,27.6kV,50,20,16,0.000375112,0,0.01312497,59.5,35,2021-06-27 0:00,
TE 7680,90601,27.6kV,50,15,16,0.000374459,0,0.013102142,59,35,2021-06-28 0:00,
T 8881,91360,27.6kV,50,31,27,0.000372857,0,0.013046097,60.5,35,2021-07-05 0:00,
T 2825,91070,4.16kV,25,31,11,0.00037264,0,0.013038494,38,35,2021-06-27 0:00,
TE 6951,90601,27.6kV,50,19,15,0.000372545,0,0.013035162,62.5,35,2021-07-25 0:00,
TE 5941,90600,27.6kV,50,24,15,0.000370617,0,0.012967708,63.5,35,2021-06-28 0:00,
TE 7051,90601,27.6kV,50,11,15,0.000368375,0,0.012889268,61.5,35,2021-06-29 0:00,
TE 6733,90601,27.6kV,50,20,15,0.000366967,0,0.012839985,58.5,35,2021-08-29 0:00,
TE 1640,90601,27.6kV,50,24,27,0.000363997,0,0.012736063,67,35,2021-07-06 0:00,
TE 4761,90600,27.6kV,50,33,14,0.000363541,0,0.012720132,62.5,35,2021-08-09 0:00,
TE 7864,90601,27.6kV,50,14,14,0.000363039,0,0.012702554,56.5,35,2021-08-09 0:00,
T 5779,91070,4.16kV,25,61,10,0.000361917,0,0.01266329,32.75,35,2021-06-28 0:00,
T 8727,91365,27.6kV,75,35,39,0.000361598,0,0.012652117,95.25,35,2021-08-29 0:00,
TE 8234,90601,27.6kV,50,11,15,0.000360746,0,0.012622339,67.5,35,2021-08-26 0:00,
TE 7511,90482,27.6kV,750,16,1,0.000359983,0,0.012595642,742.5,35,2021-08-27 0:00,
TE 6078,90601,27.6kV,50,4,12,0.000358772,0,0.012553256,55,35,2021-06-06 0:00,
T 2150,91070,4.16kV,25,61,10,0.000357849,0,0.012520946,33.75,35,2021-08-08 0:00,
TE 5962,90601,27.6kV,50,24,17,0.000357302,0,0.012501814,59,35,2021-06-06 0:00,
TE 8760,90601,27.6kV,50,6,14,0.000356399,0,0.012470224,63,35,2021-08-28 0:00,
TE 7014,90601,27.6kV,50,19,17,0.000355699,0,0.012445739,62.5,35,2021-08-29 0:00,
T 11498,19350,27.6kV,25,7,10,0.000354827,0,0.012415211,30.25,35,2021-08-09 0:00,
T 8603,91360,27.6kV,50,34,20,0.000353601,0,0.012372335,60,35,2021-06-08 0:00,
TE 7235,90601,27.6kV,50,17,15,0.000352741,0,0.012342221,60.5,35,2021-08-29 0:00,
TE 5939,90600,27.6kV,50,24,15,0.000351642,0,0.012303762,64,35,2021-08-29 0:00,
TE 1426,90604,27.6kV,75,20,41,0.000349816,0,0.012239874,75,35,2021-06-06 0:00,
T 10900,91360,27.6kV,50,14,26,0.000349463,0,0.01222754,64,35,2021-08-29 0:00,
TE 6813,90601,27.6kV,50,20,16,0.000348935,0,0.012209065,61.5,35,2021-08-22 0:00,
T 9575,91355,27.6kV,37,27,19,0.000348573,0,0.012196385,45.51,35,2021-07-25 0:00,
T 11994,91410,27.6kV,150,2,2,0.000348041,0,0.012177771,157.5,35,2021-07-07 0:00,
TE 8243,90601,27.6kV,50,10,13,0.000347825,0,0.012170221,62.5,35,2021-07-05 0:00,
TE 8716,90601,27.6kV,50,5,14,0.000346377,0,0.012119562,67.5,35,2021-06-06 0:00,
T 7586,91534,8.32kV,10,14,1,0.00034609,0,0.012109521,18.8,35,2022-03-07 0:00,
T 11200,91365,27.6kV,75,8,32,0.000344738,0,0.01206221,91.5,35,2021-07-06 0:00,
T 9040,91360,27.6kV,50,34,16,0.000342049,0,0.011968136,63.5,35,2021-06-07 0:00,
T 11620,91440,27.6kV,75,7,52,0.000341307,0,0.011942169,91.5,35,2021-07-06 0:00,
TE 7870,90601,27.6kV,50,13,16,0.00033963,0,0.01188347,61.5,35,2021-08-24 0:00,
TE 4805,90600,27.6kV,50,33,13,0.00033933,0,0.011872994,57,35,2021-07-04 0:00,
T 9272,91360,27.6kV,50,23,26,0.000335366,0,0.01173429,62.5,35,2021-06-06 0:00,
TE 8038,90481,27.6kV,500,13,184,0.000333987,0,0.011686056,1250,35,2021-10-01 0:00,
TE 6436,90601,27.6kV,50,22,15,0.000332328,0,0.011628008,62.5,35,2021-07-04 0:00,
T 8964,91365,27.6kV,75,11,45,0.000329419,0,0.011526201,87.75,35,2021-08-29 0:00,
TE 1253,90601,27.6kV,50,20,1,0.000328438,0,0.011491893,49,35,2021-07-06 0:00,
TE 2122,90723,27.6kV,300,2,2,0.00032767,0,0.011465012,273,35,2021-07-06 0:00,
TE 7428,90601,27.6kV,50,17,16,0.000326165,0,0.011412361,56.5,35,2021-06-10 0:00,
TE 6632,90601,27.6kV,50,21,13,0.000325321,0,0.01138281,65,35,2021-07-05 0:00,
TE 6606,90601,27.6kV,50,21,14,0.000322441,0,0.011282057,61.5,35,2021-06-05 0:00,
TE 6548,90601,27.6kV,50,21,15,0.000319077,0,0.011164351,55.5,35,2021-06-28 0:00,
TE 7408,90601,27.6kV,50,16,16,0.000317664,0,0.011114912,60,35,2021-06-20 0:00,
TE 6559,90601,27.6kV,50,21,16,0.000317381,0,0.01110499,61.5,35,2021-08-22 0:00,
T 2144,91075,4.16kV,37,61,18,0.000316877,0,0.011087365,46.25,35,2021-08-21 0:00,
T 11808,91360,27.6kV,50,5,29,0.000316038,0,0.01105801,60.5,35,2021-07-04 0:00,
TE 1707,90425,27.6kV,150,47,1,0.000315197,0,0.011028573,167.355,35,2021-12-05 0:00,
TE 102,90601,27.6kV,50,10,18,0.000314113,0,0.01099067,58,35,2021-08-29 0:00,
TE 7553,90601,27.6kV,50,16,16,0.00031224,0,0.01092512,56.5,35,2021-06-28 0:00,
TE 5333,90462,27.6kV,150,7,77,0.000312082,0,0.010919608,153,35,2021-06-28 0:00,
T 2147,91080,4.16kV,50,56,25,0.000311972,0,0.010915755,63,35,2021-07-05 0:00,
TE 6608,90601,27.6kV,50,21,12,0.000311891,0,0.01091291,54.5,35,2021-08-22 0:00,
T 9743,91355,27.6kV,37,25,16,0.000311891,0,0.010912898,44.77,35,2021-06-06 0:00,
T 5735,91080,4.16kV,50,63,29,0.000311608,0,0.010903007,60.5,35,2021-06-28 0:00,
TE 764,90601,27.6kV,50,9,15,0.000310608,0,0.010868015,62.5,35,2021-06-28 0:00,
T 11279,91400,27.6kV,75,9,9,0.000310576,0,0.010866885,73.5,35,2021-08-29 0:00,
T 9590,91360,27.6kV,50,49,30,0.000310557,0,0.010866238,59,35,2021-06-29 0:00,
T 9939,91345,27.6kV,10,20,1,0.000309585,0,0.010832239,16.18,35,2022-02-14 0:00,
TE 7061,90601,27.6kV,50,18,13,0.000307779,0,0.010769041,59.5,35,2021-06-05 0:00,
TE 6946,90601,27.6kV,50,19,15,0.00030764,0,0.010764178,62.5,35,2021-06-06 0:00,
T 8379,91350,27.6kV,25,41,24,0.000306027,0,0.010707745,32.32,35,2022-01-29 0:00,
TE 3630,90601,27.6kV,50,11,16,0.000304391,0,0.010650475,59,35,2021-07-05 0:00,
T 7828,91534,8.32kV,10,19,1,0.000304173,0,0.010642871,13.4,35,2021-06-10 0:00,
T 9445,91360,27.6kV,50,28,17,0.000303189,0,0.010608428,59,35,2021-08-25 0:00,
TE 6811,90601,27.6kV,50,20,16,0.000299729,0,0.010487385,54.5,35,2021-08-22 0:00,
T 10456,91360,27.6kV,50,20,32,0.000298482,0,0.01044374,59.5,35,2021-06-28 0:00,
T 11435,91360,27.6kV,50,7,23,0.000297466,0,0.010408191,59,35,2021-06-27 0:00,
TE 4286,90600,27.6kV,50,35,16,0.000296038,0,0.010358227,61,35,2021-07-26 0:00,
TE 6703,90608,27.6kV,100,20,62,0.000295597,0,0.010342786,106,35,2021-06-27 0:00,
TE 5995,90601,27.6kV,50,24,15,0.000295194,0,0.010328684,55,35,2021-08-29 0:00,
T 439,91080,4.16kV,50,45,25,0.000294801,0,0.010314949,63,35,2021-08-22 0:00,
TE 6892,90601,27.6kV,50,20,16,0.000294487,0,0.010303946,62.5,35,2021-08-24 0:00,
TE 3845,90601,27.6kV,50,6,15,0.000293558,0,0.01027145,57.5,35,2021-06-28 0:00,
TE 6887,90601,27.6kV,50,19,15,0.000293087,0,0.010254962,61.5,35,2021-06-06 0:00,
TE 7076,90601,27.6kV,50,18,13,0.000291811,0,0.010210311,55.5,35,2021-07-05 0:00,
T 9563,91350,27.6kV,25,4,12,0.000290763,0,0.010173662,34.5,35,2021-06-28 0:00,
T 9280,91365,27.6kV,75,11,40,0.000290428,0,0.010161925,91.5,35,2021-07-06 0:00,
TE 6885,90601,27.6kV,50,19,14,0.000290091,0,0.010150135,58.5,35,2021-06-06 0:00,
TE 7681,90601,27.6kV,50,15,16,0.000289961,0,0.010145586,56.5,35,2021-08-29 0:00,
T 9289,91360,27.6kV,50,29,22,0.000288431,0,0.01009206,66,35,2021-08-29 0:00,
TE 1535,90601,27.6kV,50,10,23,0.000288141,0,0.010081925,62.5,35,2021-07-25 0:00,
TE 7865,90601,27.6kV,50,14,14,0.000287359,0,0.01005455,60,35,2021-07-26 0:00,
TE 2426,90601,27.6kV,50,12,15,0.000287284,0,0.010051922,59.5,35,2021-08-29 0:00,
TE 8302,90601,27.6kV,50,10,14,0.000287122,0,0.010046261,54.5,35,2021-06-05 0:00,
TE 6658,90601,27.6kV,50,21,15,0.00028693,0,0.010039535,61.5,35,2021-06-28 0:00,
T 9269,91360,27.6kV,50,4,32,0.000285641,0,0.009994422,61.5,35,2021-06-06 0:00,
TE 6772,90601,27.6kV,50,20,12,0.000285211,0,0.009979385,54.5,35,2021-06-06 0:00,
T 8466,91365,27.6kV,75,37,33,0.000285141,0,0.009976949,88.5,35,2021-07-06 0:00,
T 9556,91360,27.6kV,50,28,27,0.000283834,0,0.0099312,65,35,2021-08-29 0:00,
TE 1579,90462,27.6kV,150,2,1,0.000282763,0,0.009893742,138,35,2021-06-29 0:00,
TE 6550,90601,27.6kV,50,1,16,0.000282333,0,0.009878695,61.5,35,2021-08-29 0:00,
T 11773,91360,27.6kV,50,5,24,0.000281727,0,0.009857481,59,35,2021-07-05 0:00,
TE 8307,90601,27.6kV,50,10,11,0.000280409,0,0.009811363,57,35,2021-08-29 0:00,
TE 6610,90604,27.6kV,75,22,25,0.000278088,0,0.009730156,81,35,2021-07-06 0:00,
TE 6429,90601,27.6kV,50,22,15,0.000277771,0,0.009719072,55.5,35,2021-08-19 0:00,
TE 6251,90601,27.6kV,50,23,13,0.0002774,0,0.009706073,55.5,35,2021-07-25 0:00,
TE 7555,90601,27.6kV,50,16,15,0.000275376,0,0.00963527,58,35,2021-08-29 0:00,
TE 7427,90601,27.6kV,50,11,16,0.000274792,0,0.009614848,56,35,2021-08-09 0:00,
T 9706,91355,27.6kV,37,44,18,0.00027469,0,0.009611282,42.18,35,2021-08-22 0:00,
T 2415,91070,4.16kV,25,14,11,0.000274624,0,0.009608953,31,35,2021-06-06 0:00,
T 9682,91355,27.6kV,37,25,30,0.000274517,0,0.009605197,43.66,35,2021-08-21 0:00,
TE 6938,90601,27.6kV,50,19,15,0.000273084,0,0.009555085,60,35,2021-08-29 0:00,
T 1827,91075,4.16kV,37,31,14,0.000272986,0,0.009551649,42.92,35,2021-07-26 0:00,
TE 7010,90601,27.6kV,50,18,13,0.00027149,0,0.009499308,57,35,2021-08-29 0:00,
TE 7431,90601,27.6kV,50,16,15,0.000270371,0,0.009460159,54.5,35,2021-06-06 0:00,
T 8773,91360,27.6kV,50,32,26,0.000269995,0,0.009447007,68.5,35,2021-08-29 0:00,
T 10687,91365,27.6kV,75,17,40,0.000269647,0,0.009434825,95.25,35,2021-08-29 0:00,
T 3188,91080,4.16kV,50,22,21,0.000268456,0,0.009393138,61.5,35,2021-08-29 0:00,
TE 7465,90601,27.6kV,50,16,17,0.000268247,0,0.009385846,60,35,2021-06-27 0:00,
TE 6487,90601,27.6kV,50,21,15,0.000268207,0,0.009384417,64,35,2021-08-29 0:00,
TE 6479,90601,27.6kV,50,22,18,0.000268152,0,0.009382494,58.5,35,2021-07-05 0:00,
T 11314,91360,27.6kV,50,2,23,0.000267914,0,0.009374175,62.5,35,2021-08-23 0:00,
TE 9437,90601,27.6kV,50,2,13,0.000266839,0,0.009336581,60.76,35,2022-03-28 0:00,
TE 7253,90601,27.6kV,50,17,9,0.000266013,0,0.00930765,52.5,35,2021-06-06 0:00,
T 8373,91360,27.6kV,50,22,16,0.000263936,0,0.009234988,64.5,35,2021-06-27 0:00,
TE 8270,90601,27.6kV,50,10,16,0.000263523,0,0.009220522,56.5,35,2021-08-21 0:00,
TE 5015,90448,27.6kV,75,11,9,0.000262887,0,0.009198272,81,35,2021-06-29 0:00,
TE 7781,90601,27.6kV,50,14,11,0.000260885,0,0.009128249,57,35,2021-07-05 0:00,
TE 8638,90728,27.6kV,500,7,1,0.000259929,0,0.009094795,410,35,2021-05-20 0:00,
TE 7302,90462,27.6kV,150,5,1,0.000259302,0,0.009072849,110.52,35,2021-12-05 0:00,
T 2233,91075,4.16kV,37,61,19,0.000258534,0,0.009045962,45.88,35,2021-08-29 0:00,
TE 6547,90601,27.6kV,50,19,16,0.000258468,0,0.009043652,61.5,35,2021-06-28 0:00,
TE 6607,90601,27.6kV,50,21,15,0.000258447,0,0.009042936,56,35,2021-06-05 0:00,
TE 9325,90601,27.6kV,50,4,23,0.000258181,0,0.009033623,62,35,2021-08-29 0:00,
TE 7251,90601,27.6kV,50,17,12,0.000256491,0,0.008974475,62,35,2021-08-20 0:00,
TE 1835,90601,27.6kV,50,2,18,0.000256469,0,0.00897373,54,35,2021-08-24 0:00,
TE 8859,90601,27.6kV,50,5,25,0.000256316,0,0.008968371,57.5,35,2021-06-27 0:00,
TE 5967,90600,27.6kV,50,24,16,0.00025612,0,0.008961524,67,35,2021-08-29 0:00,
TE 5227,90600,27.6kV,50,30,16,0.000255984,0,0.008956766,56.5,35,2021-07-26 0:00,
TE 47,90608,27.6kV,100,4,97,0.00025553,0,0.008940868,105,35,2021-06-08 0:00,
TE 7943,90601,27.6kV,50,13,16,0.000255448,0,0.008937995,56,35,2021-08-21 0:00,
TE 6270,90601,27.6kV,50,23,16,0.000255373,0,0.008935389,60,35,2021-07-06 0:00,
T 9768,91350,27.6kV,25,25,5,0.000254152,0,0.008892645,27.75,35,2021-08-01 0:00,
TE 837,90462,27.6kV,150,20,1,0.000254089,0,0.008890437,126,35,2021-08-11 0:00,
TE 1257,90601,27.6kV,50,22,6,0.000253878,0,0.008883049,59.52,35,2022-03-26 0:00,
T 5265,91080,4.16kV,50,52,25,0.000253491,0,0.008869511,59.5,35,2021-06-06 0:00,
T 67,91075,4.16kV,37,55,17,0.000253421,0,0.00886707,49.21,35,2021-08-29 0:00,
T 1529,91080,4.16kV,50,19,24,0.000252716,0,0.008842417,62,35,2021-08-29 0:00,
TE 1711,90601,27.6kV,50,13,16,0.000252653,0,0.008840213,58,35,2021-08-29 0:00,
T 11181,91350,27.6kV,75,10,1,0.000252428,0,0.008832331,77.25,35,2021-06-29 0:00,
TE 6701,90604,27.6kV,75,20,68,0.000251903,0,0.008813947,74.25,35,2021-06-28 0:00,
TE 6356,90601,27.6kV,50,22,16,0.00025141,0,0.008796703,55.5,35,2021-08-22 0:00,
TE 4451,90601,27.6kV,50,2,16,0.000251257,0,0.008791366,57.5,35,2021-08-22 0:00,
T 9691,91355,27.6kV,37,27,18,0.000251121,0,0.008786582,47.73,35,2021-08-24 0:00,
TE 6430,90601,27.6kV,50,22,14,0.00024751,0,0.008660265,63.5,35,2021-06-20 0:00,
T 9567,91360,27.6kV,50,34,32,0.000247129,0,0.008646904,59,35,2021-06-06 0:00,
T 7322,91540,8.32kV,50,10,1,0.000246606,0,0.008628629,62.5,35,2021-07-14 0:00,
TE 3187,90472,27.6kV,300,4,1,0.000246127,0,0.008611878,300,35,2021-08-29 0:00,
T 9720,91360,27.6kV,50,25,26,0.000245263,0,0.008581634,58.5,35,2021-08-29 0:00,
TE 6780,90601,27.6kV,50,20,14,0.000245099,0,0.008575887,55.5,35,2021-06-27 0:00,
TE 5314,90605,27.6kV,75,33,11,0.000244987,0,0.008571961,89.25,35,2021-08-29 0:00,
TE 1289,90601,27.6kV,50,8,26,0.000244817,0,0.00856603,54,35,2021-08-22 0:00,
TE 7320,90601,27.6kV,50,17,14,0.000243074,0,0.008505045,53.5,35,2021-07-25 0:00,
T 9712,91350,27.6kV,25,25,10,0.000242967,0,0.008501307,30,35,2021-07-05 0:00,
TE 7434,90601,27.6kV,50,17,16,0.000242506,0,0.00848516,54,35,2021-05-25 0:00,
TE 5970,90601,27.6kV,50,22,15,0.000242326,0,0.008478867,56.5,35,2021-06-20 0:00,
T 11235,91360,27.6kV,50,10,26,0.000242199,0,0.008474437,62,35,2021-07-05 0:00,
TE 2145,90601,27.6kV,50,23,22,0.000241632,0,0.008454573,57.5,35,2021-07-13 0:00,
T 9977,91358,27.6kV,25,39,4,0.00024119,0,0.008439121,41.2,35,2022-01-12 0:00,
TE 7776,90601,27.6kV,50,14,18,0.000240874,0,0.008428055,54.5,35,2021-08-24 0:00,
TE 4226,90087,4.16kV,50,5,15,0.000238951,0,0.008360788,64,35,2021-08-09 0:00,
T 9854,91360,27.6kV,50,25,19,0.000238949,0,0.008360711,63.5,35,2021-08-21 0:00,
TE 7411,90601,27.6kV,50,16,13,0.000238895,0,0.008358812,56,35,2021-08-23 0:00,
T 2203,91075,4.16kV,37,61,14,0.00023804,0,0.008328918,42.55,35,2021-08-22 0:00,
TE 3244,90601,27.6kV,50,7,16,0.000238032,0,0.008328619,60,35,2021-08-29 0:00,
TE 6435,90601,27.6kV,50,22,14,0.000237417,0,0.008307103,55,35,2021-08-23 0:00,
TE 7332,90601,27.6kV,50,17,13,0.000237353,0,0.008304863,55.5,35,2021-08-29 0:00,
TE 6633,90601,27.6kV,50,21,12,0.000236812,0,0.008285951,62,35,2021-06-28 0:00,
TE 6551,90601,27.6kV,50,21,16,0.0002356,0,0.008243522,56.5,35,2021-06-29 0:00,
TE 3938,90601,27.6kV,50,14,15,0.000235225,0,0.008230396,57.5,35,2021-06-28 0:00,
TE 8222,90601,27.6kV,50,11,12,0.000235162,0,0.008228213,56,35,2021-07-06 0:00,
TE 7669,90601,27.6kV,50,15,15,0.000235004,0,0.008222667,53.5,35,2021-07-25 0:00,
TE 7234,90601,27.6kV,50,17,14,0.000234727,0,0.008212979,66,35,2021-06-06 0:00,
T 10239,91360,27.6kV,50,22,19,0.000234191,0,0.008194233,62.5,35,2021-06-28 0:00,
TE 3339,90601,27.6kV,50,11,14,0.000233299,0,0.008163031,67.5,35,2021-07-31 0:00,
TE 1302,90601,27.6kV,50,14,11,0.000232839,0,0.008146918,54.5,35,2021-08-24 0:00,
TE 8851,90601,27.6kV,50,5,25,0.000232554,0,0.008136953,59.5,35,2021-08-29 0:00,
T 10855,91350,27.6kV,75,14,3,0.000232475,0,0.008134196,67.5,35,2021-06-11 0:00,
TE 7013,90601,27.6kV,50,19,15,0.00023216,0,0.00812317,55,35,2021-06-11 0:00,
TE 6737,90601,27.6kV,50,6,15,0.000231958,0,0.008116093,58.5,35,2021-06-28 0:00,
TE 8928,90601,27.6kV,50,5,14,0.00023178,0,0.008109853,59.5,35,2021-08-22 0:00,
TE 5963,90601,27.6kV,50,24,16,0.000231561,0,0.008102221,53,35,2021-06-27 0:00,
TE 6837,90601,27.6kV,50,20,15,0.00023114,0,0.00808748,65,35,2021-08-28 0:00,
TE 1019,90601,27.6kV,50,12,17,0.000230987,0,0.008082138,59,35,2021-07-05 0:00,
TE 7925,90601,27.6kV,50,14,16,0.000230666,0,0.008070887,60,35,2021-08-19 0:00,
TE 6468,90462,27.6kV,150,19,3,0.000230485,0,0.008064562,124.5,35,2021-06-29 0:00,
TE 3846,90601,27.6kV,50,6,14,0.000230122,0,0.008051841,59,35,2021-06-06 0:00,
TE 7080,90601,27.6kV,50,18,15,0.00022967,0,0.00803603,55.5,35,2021-07-26 0:00,
T 1250,91080,4.16kV,50,53,24,0.00022893,0,0.008010135,63.5,35,2021-07-25 0:00,
T 2271,91075,4.16kV,37,58,21,0.000228803,0,0.008005716,43.66,35,2021-06-06 0:00,
T 8489,91345,27.6kV,10,44,1,0.000228046,0,0.007979216,14.7,35,2021-08-24 0:00,
TE 7550,90601,27.6kV,50,16,15,0.000227842,0,0.007972068,52.5,35,2021-06-06 0:00,
TE 7432,90601,27.6kV,50,16,15,0.000227765,0,0.0079694,53,35,2021-06-28 0:00,
TE 7346,90601,27.6kV,50,15,17,0.000227578,0,0.007962826,65,35,2021-07-05 0:00,
TE 4662,90600,27.6kV,50,34,12,0.000227553,0,0.007961959,53,35,2021-08-29 0:00,
TE 7099,90601,27.6kV,50,18,11,0.000227466,0,0.007958933,50,35,2021-07-06 0:00,
TE 6978,90601,27.6kV,50,19,12,0.000227308,0,0.007953383,57,35,2021-06-06 0:00,
T 8224,91360,27.6kV,50,22,19,0.000226728,0,0.007933089,59,35,2021-06-27 0:00,
TE 6363,90601,27.6kV,50,22,17,0.00022647,0,0.007924079,60,35,2021-06-06 0:00,
TE 8155,90601,27.6kV,50,11,13,0.000226028,0,0.007908607,62,35,2021-08-29 0:00,
T 10426,91360,27.6kV,50,21,28,0.000225671,0,0.007896124,62,35,2021-07-06 0:00,
T 9301,91360,27.6kV,50,25,24,0.00022531,0,0.007883486,58.5,35,2021-08-29 0:00,
TE 9324,90601,27.6kV,50,4,23,0.000224892,0,0.007868872,55.5,35,2021-07-06 0:00,
T 11978,91350,27.6kV,25,2,16,0.000223576,0,0.00782282,32.1,35,2022-02-03 0:00,
TE 1552,90465,27.6kV,225,27,1,0.000223352,0,0.007814987,227.25,35,2021-08-23 0:00,
T 1960,91085,4.16kV,75,48,34,0.000223117,0,0.007806747,88.5,35,2021-08-29 0:00,
TE 9278,90601,27.6kV,50,4,11,0.000222913,0,0.007799604,70.46,35,2022-03-26 0:00,
TE 1580,90460,27.6kV,150,40,2,0.000222696,0,0.007792014,138,35,2021-08-29 0:00,
T 11107,91370,27.6kV,100,10,50,0.00022262,0,0.007789352,108,35,2021-08-29 0:00,
TE 7608,90601,27.6kV,50,15,16,0.000222475,0,0.007784276,55.5,35,2021-06-28 0:00,
TE 6266,90601,27.6kV,50,23,15,0.000222288,0,0.007777757,57.5,35,2021-06-06 0:00,
